id_nasabah,usia,jumlah_tanggungan,lama_usaha_tahun,pendapatan_bulanan,saldo_tabungan,plafon_pinjaman,tenor_bulan,rasio_utang_pendapatan,skor_kredit,jumlah_keterlambatan,riwayat_pinjaman_lunas,frekuensi_transaksi_bulanan,nilai_transaksi_bulanan,segmen_usaha,wilayah,jenis_usaha,gagal_bayar
NSB0191,21,2,1.5,1792830.0,607101.0,3714653.0,3,0.386,678.0,0,9,28,2359352.0,Mikro,Jawa,Jasa,0
NSB0192,30,1,5.8,3257970.0,993090.0,9705087.0,26,0.278,610.0,2,5,15,3216218.0,Menengah,Jawa,Dagang,0
NSB0193,35,1,4.8,12511088.0,1190781.0,12122606.0,12,0.436,652.0,2,7,23,1871338.0,Menengah,Sulawesi,Dagang,0
NSB0194,32,1,4.4,4473612.0,811162.0,10325725.0,8,0.335,661.0,1,7,16,1486650.0,Kecil,Sulawesi,Pertanian,0
NSB0195,35,3,4.5,8027366.0,1576323.0,7767494.0,12,0.324,720.0,3,7,21,4005302.0,Kecil,Jawa,Pertanian,0
NSB0196,28,1,3.2,4518740.0,2655072.0,9707748.0,14,0.394,695.0,0,6,15,2108229.0,Menengah,Jawa,Jasa,0
NSB0197,35,1,4.1,8376232.0,820305.0,8655358.0,13,0.324,670.0,0,3,27,3578082.0,Menengah,Sumatera,Jasa,0
NSB0198,53,1,8.9,8994194.0,2535115.0,14992554.0,15,0.483,574.0,3,2,18,2865709.0,Menengah,Jawa,Dagang,1
NSB0199,24,1,0.6,4797519.0,627218.0,4258706.0,9,0.41,615.0,2,10,17,2445055.0,Mikro,Jawa,Jasa,1
NSB0200,30,3,7.7,7853236.0,1477987.0,11046139.0,19,0.382,577.0,4,0,14,3712077.0,Menengah,Kalimantan,Jasa,0
NSB0201,30,2,2.2,1686925.0,572418.0,2572541.0,8,0.665,503.0,5,3,19,1679648.0,Mikro,Kalimantan,Produksi,1
NSB0202,42,5,6.9,5629027.0,2105847.0,7336111.0,17,0.283,677.0,4,10,22,2871388.0,Menengah,Jawa,Dagang,1
NSB0203,40,0,3.1,2875040.0,844129.0,10726569.0,15,0.486,607.0,2,5,12,2165241.0,Kecil,Jawa,Dagang,1
NSB0204,31,2,5.4,3865592.0,4325375.0,24337941.0,24,0.416,696.0,2,10,30,6330891.0,Menengah,Jawa,Pertanian,0
NSB0205,50,0,8.4,9516507.0,1706012.0,13809831.0,25,0.483,536.0,3,5,22,6195439.0,Menengah,Kalimantan,Produksi,1
NSB0206,36,0,8.5,6077785.0,2792223.0,20331592.0,22,0.421,617.0,3,7,33,4133858.0,Menengah,Jawa,Dagang,0
NSB0207,20,1,0.5,2288847.0,615467.0,4424835.0,5,0.571,569.0,4,9,22,1615358.0,Mikro,Indonesia Timur,Produksi,0
NSB0208,21,3,0.5,1817273.0,702864.0,2246890.0,3,0.563,506.0,3,5,10,471070.0,Mikro,Jawa,Produksi,0
NSB0209,37,3,7.4,9344344.0,1000508.0,10073660.0,20,0.645,525.0,6,0,15,4576200.0,Menengah,Sumatera,Dagang,1
NSB0210,34,2,3.5,3497822.0,963188.0,4084128.0,3,0.485,596.0,3,6,19,2652077.0,Mikro,Kalimantan,Produksi,0
NSB0211,38,2,4.6,3926266.0,1062231.0,5877175.0,17,0.383,661.0,3,7,13,3954506.0,Kecil,Indonesia Timur,Dagang,0
NSB0212,38,1,4.9,7882079.0,3226476.0,19757541.0,25,0.277,704.0,2,5,9,4423431.0,Menengah,Sumatera,Dagang,0
NSB0213,32,5,1.0,1568081.0,318230.0,1805350.0,8,0.563,555.0,2,2,12,741583.0,Mikro,Sulawesi,Dagang,1
NSB0214,24,1,0.5,1420166.0,325023.0,2840017.0,3,0.556,583.0,2,10,0,562480.0,Mikro,Sumatera,Jasa,0
NSB0215,42,0,5.9,5633495.0,3444747.0,9148558.0,6,0.284,642.0,0,7,14,2125806.0,Kecil,Jawa,Jasa,0
NSB0216,24,2,2.1,2986338.0,805418.0,6251351.0,10,0.637,426.0,4,0,0,1236799.0,Kecil,Sumatera,Jasa,1
NSB0217,22,4,3.6,3333867.0,1070680.0,6729082.0,11,0.406,591.0,3,5,22,1614465.0,Kecil,Sumatera,Dagang,0
NSB0218,40,1,3.8,2920102.0,3357321.0,9650776.0,16,0.42,641.0,2,8,9,1393983.0,Kecil,Sumatera,Produksi,0
NSB0219,20,2,0.5,2791630.0,992205.0,4953291.0,6,0.351,628.0,3,7,13,1296407.0,Mikro,Kalimantan,Dagang,0
NSB0220,24,3,1.0,3039053.0,530338.0,3868782.0,3,0.374,701.0,0,10,11,1769438.0,Mikro,Sumatera,Dagang,0
NSB0221,32,4,3.7,3069364.0,1847234.0,8240290.0,18,0.433,618.0,1,7,14,2194429.0,Kecil,Jawa,Jasa,0
NSB0222,26,4,1.2,2728332.0,467615.0,2432740.0,3,0.466,588.0,1,4,0,1761597.0,Mikro,Sumatera,Dagang,0
NSB0223,23,2,1.0,1522863.0,812448.0,4984147.0,7,0.363,557.0,3,5,5,1345614.0,Mikro,Sumatera,Pertanian,0
NSB0224,46,2,2.8,3760901.0,3011367.0,18556519.0,19,0.333,706.0,2,9,14,1219775.0,Kecil,Jawa,Jasa,0
NSB0225,20,2,3.8,2851650.0,830001.0,9469051.0,5,0.545,574.0,3,8,8,1003750.0,Kecil,Jawa,Produksi,0
NSB0226,42,3,5.6,6897198.0,1160536.0,12083648.0,16,0.384,612.0,3,8,20,1350006.0,Kecil,Sumatera,Dagang,0
NSB0227,45,3,2.3,4617787.0,897831.0,2907716.0,3,0.466,621.0,2,12,27,2266525.0,Mikro,Kalimantan,Jasa,0
NSB0228,31,1,4.3,3350548.0,1245713.0,5052744.0,3,0.32,736.0,0,12,11,896565.0,Mikro,Sumatera,Dagang,0
NSB0229,29,1,0.5,2129414.0,454793.0,3460298.0,3,0.514,580.0,3,5,19,1649222.0,Mikro,Kalimantan,Dagang,0
NSB0230,35,1,0.5,3195436.0,917953.0,3915763.0,3,0.451,604.0,3,4,8,1202101.0,Mikro,Sumatera,Jasa,0
NSB0231,48,3,4.8,4010204.0,615642.0,10722073.0,15,0.357,583.0,2,7,19,3694999.0,Kecil,Jawa,Produksi,0
NSB0232,22,2,3.0,3429795.0,860149.0,3864499.0,5,0.321,706.0,0,6,11,1447543.0,Mikro,Jawa,Jasa,0
NSB0233,36,1,8.2,5040310.0,1236997.0,8360282.0,15,0.41,634.0,4,5,27,2541267.0,Kecil,Kalimantan,Produksi,0
NSB0234,34,2,5.7,4989350.0,1743546.0,4863669.0,9,0.308,720.0,2,13,15,3290584.0,Kecil,Indonesia Timur,Dagang,0
NSB0235,48,1,7.1,11560925.0,3414005.0,19097173.0,22,0.436,637.0,5,4,35,11557990.0,Menengah,Kalimantan,Dagang,0
NSB0236,28,3,2.2,1845704.0,329572.0,3725123.0,3,0.486,576.0,2,8,18,1440630.0,Mikro,Jawa,Dagang,0
NSB0237,43,2,4.6,5381427.0,2383592.0,9179783.0,10,0.399,621.0,2,5,22,3527640.0,Menengah,Kalimantan,Pertanian,0
NSB0238,31,2,1.4,2494051.0,1246713.0,5605675.0,3,0.382,678.0,2,6,8,1748465.0,Kecil,Sumatera,Dagang,0
NSB0239,34,3,8.1,3552703.0,1133986.0,12722874.0,14,0.214,687.0,0,8,21,1697407.0,Kecil,Indonesia Timur,Jasa,1
NSB0240,22,3,1.3,1457128.0,231875.0,2451339.0,4,0.575,501.0,4,2,11,1289831.0,Mikro,Jawa,Jasa,0
NSB0241,27,0,4.1,3130623.0,484381.0,4217352.0,5,0.47,560.0,2,6,18,4296604.0,Mikro,Kalimantan,Dagang,1
NSB0242,37,2,6.5,4390840.0,2236134.0,8276208.0,16,0.339,640.0,4,10,19,3290805.0,Menengah,Sumatera,Pertanian,0
NSB0243,33,5,6.7,3945923.0,685126.0,10003109.0,15,0.465,599.0,4,3,27,2402197.0,Kecil,Sulawesi,Pertanian,0
NSB0244,26,2,4.6,4637956.0,951480.0,14231807.0,21,0.536,560.0,5,2,4,1772986.0,Kecil,Sumatera,Dagang,1
NSB0245,44,1,5.3,2456251.0,1929160.0,6950293.0,6,0.281,670.0,1,8,18,1516128.0,Kecil,Jawa,Dagang,0
NSB0246,39,1,4.9,5477923.0,3786166.0,10449759.0,22,0.366,716.0,1,7,22,1873914.0,Menengah,Kalimantan,Jasa,0
NSB0247,24,1,1.7,3123639.0,2448496.0,6330843.0,22,0.397,607.0,1,5,18,1763207.0,Kecil,Sumatera,Jasa,0
NSB0248,31,4,1.4,1787693.0,289574.0,3332508.0,3,0.459,543.0,4,5,5,687788.0,Mikro,Jawa,Jasa,1
NSB0249,25,4,4.8,4480109.0,654148.0,3916243.0,15,0.364,704.0,0,9,16,1612254.0,Mikro,Jawa,Jasa,0
NSB0250,28,3,0.5,2036872.0,583839.0,4203742.0,3,0.462,556.0,4,6,5,776884.0,Mikro,Jawa,Pertanian,0
NSB0251,20,2,0.5,847036.0,283463.0,2189654.0,3,0.604,574.0,1,7,12,573602.0,Mikro,Sumatera,Produksi,1
NSB0252,33,1,3.1,4536651.0,1173714.0,5700160.0,9,0.498,593.0,3,4,28,4227599.0,Mikro,Sumatera,Dagang,1
NSB0253,42,1,5.8,4983161.0,2120268.0,17203423.0,11,0.404,612.0,5,1,25,3194417.0,Menengah,Jawa,Produksi,1
NSB0254,30,2,6.6,5933017.0,2074243.0,9327557.0,16,0.406,601.0,2,8,8,1018110.0,Kecil,Jawa,Jasa,0
NSB0255,28,1,2.5,1999286.0,769263.0,6452577.0,10,0.529,576.0,4,2,10,954042.0,Mikro,Kalimantan,Pertanian,1
NSB0256,44,2,2.7,1304867.0,1092822.0,3315817.0,12,0.403,612.0,1,7,16,1503262.0,Mikro,Sumatera,Jasa,0
NSB0257,24,2,7.1,12883747.0,2885659.0,18249861.0,25,0.449,622.0,0,6,31,3818345.0,Menengah,Kalimantan,Dagang,0
NSB0258,35,5,6.0,6359356.0,1278477.0,7033851.0,13,0.512,567.0,4,3,11,1418378.0,Kecil,Jawa,Pertanian,0
NSB0259,37,2,4.9,3152255.0,1375306.0,5918960.0,8,0.471,612.0,1,4,14,2049636.0,Kecil,Jawa,Dagang,0
NSB0260,26,2,5.1,4066098.0,1191475.0,7305009.0,9,0.534,571.0,4,2,17,1508313.0,Kecil,Kalimantan,Produksi,0
NSB0261,25,3,2.2,3850275.0,2192087.0,6954482.0,12,0.269,661.0,0,11,15,1546569.0,Kecil,Jawa,Jasa,0
NSB0262,53,1,6.6,5885415.0,1344685.0,8092554.0,19,0.556,575.0,2,5,14,2612700.0,Menengah,Jawa,Produksi,1
NSB0263,34,2,8.7,3533621.0,2988707.0,5939197.0,13,0.481,607.0,3,5,10,2086854.0,Menengah,Jawa,Produksi,0
NSB0264,50,0,3.6,3710561.0,1653472.0,6108696.0,13,0.368,689.0,1,13,3,1175750.0,Kecil,Sumatera,Pertanian,0
NSB0265,33,2,1.5,2807204.0,1572684.0,6677625.0,10,0.211,740.0,0,11,4,459786.0,Mikro,Jawa,Produksi,0
NSB0266,37,1,6.6,5313031.0,2291724.0,16925387.0,17,0.273,728.0,0,12,7,1265542.0,Kecil,Indonesia Timur,Jasa,0
NSB0267,34,0,4.0,3960570.0,757397.0,6280194.0,19,0.479,575.0,3,6,18,1289976.0,Mikro,Jawa,Dagang,1
NSB0268,44,1,7.4,6663585.0,5169480.0,17942818.0,29,0.309,620.0,1,9,10,3727350.0,Menengah,Jawa,Jasa,0
NSB0269,36,2,0.5,4054478.0,717749.0,3299973.0,3,0.507,672.0,0,11,27,1343872.0,Mikro,Kalimantan,Dagang,0
NSB0270,36,3,4.5,3138130.0,652479.0,6636160.0,8,0.479,648.0,2,6,30,4379014.0,Kecil,Jawa,Dagang,0
NSB0271,35,1,2.1,4246144.0,740477.0,7890344.0,5,0.493,586.0,3,3,24,4140932.0,Kecil,Jawa,Jasa,0
NSB0272,29,1,0.5,1362498.0,523310.0,2712253.0,3,0.491,583.0,3,7,10,627676.0,Mikro,Jawa,Jasa,1
NSB0273,52,0,8.7,6335023.0,8036181.0,12787805.0,25,0.358,702.0,1,9,25,9238466.0,Menengah,Jawa,Dagang,0
NSB0274,47,0,6.7,10738162.0,2470908.0,15546663.0,16,0.502,573.0,4,0,35,10415272.0,Menengah,Sumatera,Dagang,0
NSB0275,25,2,4.3,2560432.0,974489.0,5241493.0,4,0.633,544.0,5,2,6,1524605.0,Mikro,Jawa,Dagang,1
NSB0276,33,2,10.7,6452275.0,923994.0,7777874.0,15,0.597,546.0,3,2,9,3581507.0,Menengah,Sumatera,Dagang,0
NSB0277,38,2,6.1,4662030.0,1948170.0,9872836.0,18,0.445,682.0,0,7,18,2032359.0,Kecil,Jawa,Jasa,0
NSB0278,20,3,0.5,948618.0,321084.0,1819799.0,3,0.534,540.0,3,1,0,467850.0,Mikro,Sumatera,Dagang,1
NSB0279,33,3,3.1,4096391.0,2758232.0,11202026.0,12,0.388,609.0,2,7,33,4598132.0,Kecil,Indonesia Timur,Dagang,0
NSB0280,27,2,2.8,3415508.0,918286.0,7044612.0,16,0.34,638.0,2,5,0,632845.0,Kecil,Kalimantan,Dagang,0
NSB0281,33,2,2.5,3669648.0,1813907.0,6931014.0,15,0.368,628.0,0,7,8,1485083.0,Kecil,Indonesia Timur,Produksi,0
NSB0282,32,6,0.8,2969216.0,702058.0,4412114.0,8,0.606,577.0,3,4,15,972366.0,Mikro,Sumatera,Dagang,0
NSB0283,40,1,1.7,4163556.0,761402.0,6038894.0,15,0.436,668.0,2,4,18,1455352.0,Kecil,Jawa,Dagang,0
NSB0284,33,0,2.6,3189667.0,905428.0,5446353.0,6,0.437,669.0,3,3,23,2187740.0,Kecil,Jawa,Produksi,1
NSB0285,54,1,6.3,5432265.0,1935196.0,11680838.0,20,0.374,640.0,2,2,24,6222407.0,Menengah,Kalimantan,Jasa,0
NSB0286,35,3,3.1,4980678.0,464588.0,10767461.0,11,0.569,571.0,4,2,26,2132624.0,Kecil,Jawa,Produksi,1
NSB0287,56,2,1.7,3884467.0,1910290.0,8808058.0,17,0.283,656.0,0,8,23,3421919.0,Kecil,Kalimantan,Dagang,0
NSB0288,49,0,5.2,10273796.0,3442175.0,22985022.0,25,0.341,674.0,3,6,9,1285068.0,Menengah,Jawa,Dagang,0
NSB0289,35,2,3.5,6040285.0,641252.0,3316690.0,3,0.537,526.0,3,4,20,1725157.0,Mikro,Sulawesi,Jasa,0
NSB0290,29,3,3.2,4137025.0,529620.0,5321989.0,16,0.345,572.0,4,5,11,2079583.0,Kecil,Jawa,Dagang,1
NSB0291,20,3,1.6,1747641.0,765582.0,2590211.0,3,0.587,579.0,2,9,13,1244405.0,Mikro,Jawa,Pertanian,0
NSB0292,41,0,9.1,7749095.0,3647352.0,16786485.0,27,0.304,659.0,3,9,21,6009318.0,Menengah,Jawa,Dagang,0
NSB0293,40,3,5.6,4974205.0,2230946.0,10288312.0,19,0.557,589.0,2,0,12,2100751.0,Menengah,Sumatera,Pertanian,1
NSB0294,52,4,7.1,4808585.0,2844660.0,9864659.0,13,0.4,608.0,3,2,12,1937169.0,Menengah,Indonesia Timur,Jasa,1
NSB0295,28,1,3.2,4198133.0,1307869.0,12856264.0,10,0.368,597.0,3,4,22,3900453.0,Menengah,Sumatera,Produksi,0
NSB0296,48,1,7.9,3800842.0,2934081.0,8109125.0,11,0.146,746.0,0,12,14,1642858.0,Kecil,Kalimantan,Dagang,0
NSB0297,33,1,6.4,3953786.0,1488374.0,5710603.0,13,0.342,643.0,2,7,16,1238137.0,Kecil,Sumatera,Pertanian,0
NSB0298,38,2,3.1,4293143.0,998577.0,9571960.0,7,0.449,573.0,1,4,24,5573307.0,Kecil,Jawa,Jasa,0
NSB0299,20,1,1.7,3297351.0,1198011.0,8861489.0,13,0.376,665.0,2,11,40,3300758.0,Kecil,Sumatera,Jasa,0
NSB0300,35,2,4.7,3894494.0,1868837.0,6293097.0,5,0.359,749.0,0,11,16,2467116.0,Kecil,Sumatera,Dagang,0
NSB0301,39,0,4.3,5813857.0,4115791.0,19881474.0,21,0.458,645.0,2,5,28,3110359.0,Menengah,Sumatera,Dagang,0
NSB0302,42,3,4.0,7734516.0,1594191.0,7704345.0,15,0.376,616.0,3,5,34,8208023.0,Menengah,Jawa,Produksi,1
NSB0303,34,0,5.1,4414652.0,1395471.0,9904299.0,3,0.27,670.0,1,9,20,1873873.0,Kecil,Jawa,Pertanian,0
NSB0304,23,0,2.8,4811367.0,864196.0,5101038.0,10,0.526,643.0,1,10,23,1890213.0,Mikro,Jawa,Jasa,0
NSB0305,37,3,1.8,3661825.0,1111858.0,4162590.0,3,0.371,606.0,3,9,16,1034522.0,Mikro,Jawa,Produksi,0
NSB0306,47,1,9.0,11918785.0,1833791.0,14496549.0,9,0.484,623.0,3,7,21,3995387.0,Menengah,Jawa,Produksi,1
NSB0307,41,2,3.5,4713246.0,1909697.0,7449031.0,12,0.335,772.0,0,5,15,2455004.0,Kecil,Jawa,Jasa,0
NSB0308,41,2,4.6,4924277.0,1720557.0,7971771.0,11,0.226,747.0,1,11,19,1582254.0,Kecil,Sumatera,Jasa,0
NSB0309,40,1,2.4,6719973.0,887754.0,6449032.0,14,0.369,631.0,2,9,18,2876177.0,Kecil,Sulawesi,Jasa,0
NSB0310,28,3,0.5,1785202.0,714607.0,4223667.0,3,0.421,626.0,3,11,13,1852958.0,Mikro,Kalimantan,Dagang,0
NSB0311,24,2,4.6,5199014.0,605290.0,5954064.0,19,0.547,541.0,7,1,8,1468102.0,Kecil,Sumatera,Produksi,1
NSB0312,29,1,4.3,9044181.0,4924026.0,3754646.0,24,0.252,716.0,1,5,10,2951735.0,Menengah,Kalimantan,Jasa,0
NSB0313,41,1,6.2,3717791.0,1586288.0,6147660.0,15,0.43,563.0,4,7,19,1821409.0,Kecil,Sumatera,Jasa,1
NSB0314,38,0,2.6,4364630.0,1385787.0,3676635.0,17,0.453,627.0,3,6,10,1400488.0,Kecil,Jawa,Dagang,0
NSB0315,34,1,6.7,4977524.0,1194784.0,7009236.0,12,0.34,658.0,2,5,14,3924608.0,Kecil,Kalimantan,Pertanian,0
NSB0316,32,4,2.5,3547464.0,2865703.0,10788975.0,10,0.432,633.0,3,4,28,1578970.0,Kecil,Kalimantan,Dagang,0
NSB0317,26,3,1.5,2164063.0,406333.0,3561386.0,5,0.621,473.0,2,4,16,900890.0,Mikro,Sumatera,Produksi,1
NSB0318,33,1,1.6,2876456.0,1098403.0,5754368.0,15,0.305,650.0,1,9,25,1245054.0,Kecil,Sulawesi,Jasa,0
NSB0319,27,4,0.5,2286906.0,731649.0,4496631.0,8,0.635,553.0,5,6,8,1464217.0,Mikro,Kalimantan,Dagang,0
NSB0320,34,2,6.2,5076703.0,2069588.0,10879314.0,16,0.243,678.0,1,3,23,3176456.0,Menengah,Sulawesi,Pertanian,0
NSB0321,45,0,3.4,2721418.0,1226157.0,4197200.0,3,0.469,581.0,3,9,17,5355745.0,Mikro,Jawa,Dagang,0
NSB0322,38,2,3.2,5374171.0,1531066.0,8148843.0,19,0.462,608.0,3,3,11,2922619.0,Menengah,Indonesia Timur,Dagang,0
NSB0323,37,1,9.2,8901721.0,4058266.0,11817002.0,23,0.455,514.0,6,0,21,11281225.0,Menengah,Sumatera,Dagang,1
NSB0324,23,2,2.0,2412453.0,907186.0,8883006.0,4,0.37,706.0,2,7,14,1986956.0,Kecil,Sumatera,Jasa,0
NSB0325,26,3,2.9,5055486.0,1199508.0,5360382.0,9,0.516,638.0,0,9,21,2260588.0,Mikro,Sumatera,Jasa,0
NSB0326,40,2,5.0,5850436.0,1117760.0,10666276.0,17,0.252,657.0,1,10,16,2865183.0,Kecil,Jawa,Produksi,0
NSB0327,39,1,4.9,4804087.0,3692051.0,6742694.0,11,0.258,733.0,1,13,15,2970075.0,Kecil,Jawa,Produksi,0
NSB0328,28,4,0.5,2329677.0,612806.0,4523706.0,10,0.391,567.0,1,6,11,1194269.0,Mikro,Sulawesi,Dagang,0
NSB0329,37,2,7.6,4802211.0,1055730.0,8704450.0,18,0.596,510.0,5,1,17,2304766.0,Kecil,Sumatera,Jasa,0
NSB0330,42,0,9.3,11378929.0,4410291.0,22899115.0,17,0.407,578.0,5,4,20,7389230.0,Menengah,Indonesia Timur,Jasa,0
NSB0331,25,2,2.8,3949935.0,1354298.0,8194180.0,9,0.558,514.0,5,0,14,881543.0,Kecil,Jawa,Produksi,0
NSB0332,42,2,1.9,2370094.0,623617.0,7063656.0,13,0.572,570.0,4,7,29,2249071.0,Kecil,Sumatera,Jasa,0
NSB0333,31,1,0.5,3016478.0,598842.0,3524993.0,10,0.499,578.0,0,8,12,1109251.0,Mikro,Sumatera,Dagang,0
NSB0334,53,3,2.5,9729292.0,549680.0,6753410.0,21,0.68,528.0,5,0,0,1360411.0,Kecil,Jawa,Dagang,1
NSB0335,22,2,2.1,1419107.0,685278.0,6415728.0,3,0.497,633.0,2,7,13,662049.0,Mikro,Sumatera,Dagang,1
NSB0336,28,2,1.0,3130804.0,464431.0,3845919.0,5,0.529,508.0,4,3,3,550302.0,Mikro,Jawa,Jasa,1
NSB0337,47,0,5.0,7806566.0,2243879.0,12641593.0,23,0.349,633.0,2,10,17,3858755.0,Menengah,Sumatera,Dagang,0
NSB0338,28,2,1.2,2581658.0,543790.0,7179754.0,12,0.511,615.0,5,7,28,1945127.0,Mikro,Jawa,Dagang,1
NSB0339,30,2,8.9,9233649.0,1754436.0,17314193.0,27,0.294,572.0,3,5,18,5951746.0,Menengah,Sumatera,Jasa,0
NSB0340,35,1,6.8,5853568.0,2033421.0,18298513.0,16,0.445,597.0,2,5,21,2951793.0,Menengah,Kalimantan,Dagang,0
NSB0341,36,1,3.6,4678418.0,1538408.0,7347306.0,12,0.462,613.0,3,2,11,1994239.0,Kecil,Sulawesi,Produksi,0
NSB0342,39,4,7.4,7455889.0,2645184.0,19436338.0,10,0.475,613.0,3,3,37,3322623.0,Menengah,Sulawesi,Dagang,0
NSB0343,43,1,9.0,9138331.0,1161122.0,21725942.0,28,0.412,590.0,4,2,24,4418626.0,Menengah,Indonesia Timur,Jasa,1
NSB0344,40,3,3.6,3282633.0,1024266.0,7769617.0,4,0.439,608.0,2,6,12,2217852.0,Kecil,Indonesia Timur,Jasa,0
NSB0345,38,2,1.7,3149145.0,1062022.0,5137953.0,14,0.306,677.0,1,11,23,1372107.0,Mikro,Kalimantan,Pertanian,0
NSB0346,29,4,0.5,1937400.0,1033818.0,2419550.0,8,0.288,688.0,0,12,31,2983663.0,Mikro,Jawa,Jasa,0
NSB0347,34,0,2.2,6052975.0,1095362.0,4977433.0,15,0.306,707.0,0,10,28,2822235.0,Kecil,Sumatera,Pertanian,0
NSB0348,40,3,6.5,6154247.0,2946461.0,17221438.0,10,0.135,668.0,1,8,27,3570621.0,Menengah,Jawa,Dagang,0
NSB0349,43,1,5.8,7694765.0,1174842.0,13221390.0,14,0.53,583.0,4,6,19,4963385.0,Menengah,Sumatera,Pertanian,1
NSB0350,36,1,2.5,1894353.0,1263099.0,4226796.0,10,0.261,644.0,0,10,21,1356704.0,Mikro,Jawa,Dagang,0
NSB0351,30,3,3.0,3226712.0,772995.0,3337749.0,3,0.316,569.0,4,6,15,853629.0,Mikro,Sumatera,Pertanian,1
NSB0352,35,2,3.2,3097708.0,842679.0,3668953.0,8,0.386,626.0,3,7,9,919966.0,Mikro,Kalimantan,Dagang,0
NSB0353,33,4,5.0,2344846.0,1545066.0,7631377.0,13,0.374,620.0,2,2,15,2614579.0,Kecil,Jawa,Produksi,0
NSB0354,23,1,1.9,3634834.0,991404.0,4241832.0,15,0.461,591.0,3,9,8,3636952.0,Kecil,Sulawesi,Jasa,0
NSB0355,28,2,1.0,3342763.0,666222.0,10605694.0,15,0.386,572.0,5,3,21,1134303.0,Kecil,Jawa,Produksi,0
NSB0356,41,2,3.8,4070748.0,1766909.0,11925257.0,15,0.434,606.0,4,7,22,2590498.0,Kecil,Sumatera,Dagang,0
NSB0357,36,0,1.8,5183234.0,921781.0,14640811.0,8,0.467,567.0,4,3,28,4018825.0,Kecil,Jawa,Dagang,0
NSB0358,45,1,2.9,2942519.0,1026371.0,9280336.0,12,0.611,568.0,4,7,7,2187765.0,Kecil,Jawa,Dagang,1
NSB0359,35,4,4.0,3336654.0,3152502.0,6752621.0,12,0.244,744.0,0,12,22,2027840.0,Kecil,Sumatera,Dagang,0
NSB0360,40,1,1.8,5567376.0,1843720.0,5370952.0,15,0.569,560.0,1,4,10,834911.0,Kecil,Jawa,Jasa,0
NSB0361,46,1,3.3,5159672.0,977048.0,3322546.0,14,0.347,584.0,3,7,22,5168351.0,Kecil,Jawa,Dagang,0
NSB0362,50,5,8.0,13771018.0,2738788.0,15509622.0,28,0.326,696.0,2,8,26,5433109.0,Menengah,Sulawesi,Dagang,0
NSB0363,33,1,5.5,5663425.0,3563035.0,9275564.0,7,0.261,692.0,2,8,9,2387389.0,Menengah,Jawa,Dagang,0
NSB0364,33,2,3.1,3263623.0,1750624.0,10001518.0,18,0.559,530.0,4,3,13,1034286.0,Kecil,Indonesia Timur,Dagang,1
NSB0365,26,4,1.1,1838030.0,339709.0,3761847.0,3,0.572,554.0,3,7,3,360558.0,Mikro,Sumatera,Dagang,1
NSB0366,29,4,4.5,6521486.0,1115427.0,10537843.0,20,0.208,697.0,1,10,19,1586110.0,Kecil,Jawa,Jasa,0
NSB0367,28,3,0.5,2117763.0,337145.0,2930692.0,3,0.415,585.0,2,7,25,1369224.0,Mikro,Jawa,Pertanian,0
NSB0368,34,2,1.0,2118381.0,465178.0,4385245.0,8,0.399,584.0,3,4,14,1485615.0,Mikro,Sulawesi,Jasa,0
NSB0369,35,1,8.9,5939429.0,1393360.0,17220303.0,24,0.133,734.0,0,9,18,1862890.0,Menengah,Jawa,Produksi,0
NSB0370,51,0,4.5,5330101.0,1568047.0,7524346.0,13,0.396,601.0,4,5,21,3199380.0,Menengah,Kalimantan,Dagang,0
NSB0371,31,4,5.5,3216681.0,674692.0,5884547.0,11,0.354,648.0,1,10,16,1794761.0,Kecil,Sumatera,Produksi,0
NSB0372,24,1,2.4,3038775.0,260752.0,2039948.0,3,0.452,576.0,2,5,13,1172023.0,Mikro,Sumatera,Produksi,0
NSB0373,30,3,5.6,3384584.0,1905514.0,9819923.0,11,0.312,679.0,2,10,20,1544043.0,Kecil,Jawa,Pertanian,0
NSB0374,26,0,1.2,2199720.0,426363.0,7645988.0,3,0.669,495.0,7,3,13,1766361.0,Mikro,Sumatera,Produksi,1
NSB0375,40,4,8.6,4704236.0,1450829.0,12535882.0,15,0.357,593.0,3,4,8,1245424.0,Menengah,Jawa,Jasa,0
NSB0376,45,0,9.2,13292144.0,4816504.0,15702019.0,24,0.317,601.0,3,5,15,4144184.0,Menengah,Kalimantan,Pertanian,0
NSB0377,47,2,4.1,5191372.0,2142126.0,8540659.0,9,0.351,635.0,0,8,28,4665215.0,Kecil,Kalimantan,Dagang,0
NSB0378,34,1,1.9,2714342.0,772839.0,4592581.0,6,0.389,661.0,2,5,0,695861.0,Mikro,Jawa,Produksi,0
NSB0379,32,1,2.4,1985612.0,849907.0,4151467.0,3,0.305,632.0,1,11,16,821290.0,Mikro,Sumatera,Produksi,0
NSB0380,32,2,4.0,3917260.0,611811.0,6685940.0,18,0.622,556.0,3,3,24,4159966.0,Kecil,Jawa,Produksi,0
NSB0381,23,2,3.3,2398301.0,2550527.0,7784065.0,13,0.422,664.0,2,7,13,1482302.0,Kecil,Kalimantan,Dagang,0
NSB0382,28,0,3.5,1701814.0,780733.0,3633796.0,14,0.552,576.0,3,3,4,1201252.0,Mikro,Jawa,Dagang,0
NSB0383,29,0,3.1,5166519.0,721851.0,9964594.0,8,0.46,598.0,4,5,18,2413330.0,Kecil,Jawa,Dagang,1
